gwas.filename	lambda	p0	p005	p010	p015	p020	p025	p030	p035	p040	p045	p050	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p100
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/blup_aliphatic_assoc//lmm_maf03_BlupG7MTH.assoc.fixed.txt	1.01783495804031	9.353294e-06	0.00382552824	0.0078690532	0.0120722708	0.0162276532	0.020488248	0.0252160308	0.0299415552	0.0348068772	0.0392918996	0.04395487	0.08981806	0.13713624	0.18821588	0.2396305	0.29080112	0.34335296	0.39463208	0.44571842	0.4962019	0.54743802	0.59817378	0.6491078	0.6993161	0.7497731	0.79977982	0.85003892	0.89970256	0.9495281	0.9999998
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/blup_aliphatic_assoc//lmm_maf03_BlupG8MSO.assoc.fixed.txt	1.02354870411129	1.723982e-08	0.00366950736	0.0084016882	0.01315308	0.017783718	0.022265258	0.0269134328	0.0316354304	0.0364045128	0.0411989704	0.045918316	0.093499636	0.14215584	0.19141022	0.240948	0.29150188	0.34221342	0.39275772	0.44344392	0.4949954	0.54587484	0.59614596	0.64662426	0.69733946	0.7478057	0.79878106	0.84932186	0.89974218	0.94987822	0.9999986
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/blup_aliphatic_assoc//lmm_maf03_BlupG8MTO.assoc.fixed.txt	1.01271704207108	1.084689e-06	0.00385338772	0.00762060424	0.0109725224	0.014481126	0.018181764	0.0220473244	0.026186252	0.0306311712	0.0353137956	0.03984885	0.087330054	0.13848512	0.18966118	0.2415392	0.29329362	0.34500284	0.39624048	0.44672396	0.4972868	0.54736184	0.59861422	0.64950528	0.69996	0.7496664	0.79968192	0.8492282	0.89997032	0.94984384	0.9999999
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/blup_indolic_assoc//lmm_maf03_BlupG1MOIM.assoc.fixed.txt	0.926553525855539	1.377463e-08	0.00476667708	0.00993904156	0.0150642044	0.0202634256	0.025383224	0.0304231568	0.0355905036	0.0406714032	0.0458006872	0.05115394	0.10336614	0.15550672	0.20795242	0.2609667	0.31310228	0.36465338	0.41547864	0.4655465	0.5161781	0.56621724	0.61579476	0.665297	0.71363564	0.7616105	0.80974122	0.85731002	0.90503498	0.95272332	0.999995
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/blup_indolic_assoc//lmm_maf03_BlupG4HIM.assoc.fixed.txt	0.974749618810144	1.652717e-07	0.00345653364	0.0076105024	0.0122862264	0.0171745448	0.022375786	0.0275034492	0.0328683992	0.0381369956	0.04328948	0.048510942	0.097576424	0.14766708	0.19923878	0.2505872	0.30249758	0.35427888	0.40509638	0.455244	0.5054624	0.55573996	0.60607004	0.65593604	0.7056027	0.7553967	0.80462238	0.85367986	0.90276516	0.95153008	0.9999995
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/blup_indolic_assoc//lmm_maf03_BlupG4MOIM.assoc.fixed.txt	0.979316142459099	4.394226e-07	0.00406579832	0.00948041672	0.0148166228	0.0196500096	0.024350236	0.0293990168	0.0344824964	0.0397622796	0.0449140472	0.050241236	0.10233712	0.15309908	0.20332334	0.2527888	0.30308466	0.35333098	0.4040553	0.45477494	0.504467	0.5542802	0.60425558	0.65401694	0.70357268	0.7530766	0.80249706	0.85165222	0.90127168	0.95049804	0.9999978
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/blup_indolic_assoc//lmm_maf03_BlupGIM.assoc.fixed.txt	0.929793546095749	1.705032e-07	0.0031123394	0.00704796532	0.0111279064	0.0157157132	0.02065999	0.0255056512	0.0307353952	0.035902962	0.0413110144	0.046639762	0.10202728	0.15776362	0.21122502	0.262889	0.31435156	0.3657814	0.41637956	0.46626462	0.5154454	0.56474568	0.61331474	0.66216088	0.71081286	0.759269	0.8075082	0.8560164	0.90423948	0.9523411	0.9999939
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_aliphatic_assoc//lmm_maf03_ratio1.assoc.fixed.txt	0.928881795325179	1.540537e-12	0.00315368236	0.00808896452	0.0130890984	0.0183656024	0.023585714	0.02899017	0.0344727176	0.0400371408	0.045533036	0.051025846	0.10647076	0.15954734	0.21122124	0.26282	0.31391794	0.3651124	0.4160816	0.46626786	0.5156514	0.56508802	0.61397882	0.66247312	0.71045474	0.7590762	0.80801024	0.85651132	0.9046306	0.95248266	0.9999959
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_aliphatic_assoc//lmm_maf03_ratio10.assoc.fixed.txt	0.939203867611859	5.356244e-16	0.00133138524	0.0058511354	0.0111288552	0.0169018224	0.021997746	0.0276499328	0.0336416556	0.0397524248	0.0455905456	0.051156212	0.10716592	0.1613326	0.21360892	0.2646445	0.31571964	0.36636198	0.4162956	0.4656658	0.5133276	0.56202856	0.61055584	0.65886396	0.70779726	0.7562848	0.80516004	0.85317278	0.90162064	0.95119118	0.9999986
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_aliphatic_assoc//lmm_maf03_ratio11.assoc.fixed.txt	0.990982272209231	2.27846e-09	0.00307196824	0.00779377264	0.013405472	0.0192988604	0.02505829	0.0308763864	0.0366253452	0.0422472576	0.0476188276	0.052881178	0.10812024	0.16086222	0.21054342	0.2577979	0.3058707	0.35554066	0.40457274	0.45292194	0.5019392	0.55124696	0.60083726	0.6509209	0.70085326	0.7505197	0.80037098	0.85039114	0.8998581	0.94945676	0.9999982
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_aliphatic_assoc//lmm_maf03_ratio12.assoc.fixed.txt	0.985662928177068	4.514199e-08	0.00303190168	0.00760164004	0.0129211388	0.0185625424	0.024076526	0.0295817708	0.03499502	0.0402588452	0.045491496	0.050826258	0.1000381	0.14775806	0.1984529	0.2493428	0.3006527	0.35172256	0.40229442	0.45288214	0.5030891	0.55244224	0.60214686	0.65223734	0.70192874	0.7520973	0.80204778	0.8519941	0.90120346	0.95039322	0.9999982
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_aliphatic_assoc//lmm_maf03_ratio13.assoc.fixed.txt	0.937785650121931	2.391523e-19	0.00124979972	0.00466704884	0.0091864348	0.0138555044	0.018712066	0.0238036772	0.02899163	0.0342366972	0.0396826284	0.045041464	0.099277708	0.15407674	0.20702272	0.2596766	0.31125432	0.36302548	0.41343922	0.46344658	0.5136458	0.56299344	0.61236806	0.66183758	0.71061022	0.7590602	0.80791802	0.8559498	0.90426738	0.9526411	0.999993
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_aliphatic_assoc//lmm_maf03_ratio14.assoc.fixed.txt	0.860920829099598	8.084104e-15	0.00225248016	0.00745446404	0.0130432244	0.0189219672	0.025171638	0.0309904768	0.0370448332	0.0430251184	0.0488875996	0.054730306	0.11263562	0.16973082	0.22430874	0.2782637	0.3305659	0.38185964	0.43234128	0.4821298	0.5314259	0.58028436	0.62798324	0.67567994	0.72280732	0.7693671	0.8159914	0.86166952	0.90780112	0.95421576	0.9999992
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_aliphatic_assoc//lmm_maf03_ratio15.assoc.fixed.txt	0.909819373406915	6.072909e-12	0.0023664568	0.00744203452	0.0128320992	0.0185897416	0.02444654	0.0302758164	0.0361069644	0.0421419808	0.048060502	0.053892978	0.1086778	0.16118496	0.2124899	0.2640147	0.3159818	0.36848628	0.41947908	0.4703761	0.5199916	0.56907714	0.61791038	0.66689132	0.71582708	0.7643681	0.81209896	0.85938136	0.90664326	0.95376424	0.9999995
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_aliphatic_assoc//lmm_maf03_ratio16.assoc.fixed.txt	0.635607095320723	1.442602e-20	0.0001140239	0.0010597294	0.0034620682	0.00727411664	0.01268332	0.0196027032	0.027442868	0.0354565848	0.0444287044	0.05351227	0.14179202	0.21697592	0.28306988	0.3421745	0.39700838	0.4490011	0.49802138	0.54537886	0.5907588	0.63492154	0.67817508	0.7205147	0.76183758	0.8021074	0.84180914	0.88196302	0.9214417	0.96076208	0.9999996
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_aliphatic_assoc//lmm_maf03_ratio17.assoc.fixed.txt	0.93106131667633	2.065129e-11	0.00198232412	0.00667061232	0.0120282848	0.0169850424	0.022157522	0.0273068	0.032730942	0.0380363472	0.0433791168	0.048853954	0.10219946	0.15442302	0.20588312	0.2575735	0.309444	0.36169468	0.41305216	0.46406624	0.5151592	0.56588072	0.61547796	0.6642978	0.71307762	0.7610089	0.8093594	0.8572224	0.90457478	0.95223044	0.9999992
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_aliphatic_assoc//lmm_maf03_ratio2.assoc.fixed.txt	0.918754808636903	2.715677e-24	0.00173773948	0.0054486582	0.00966702124	0.0141351844	0.019143518	0.024444074	0.0300849812	0.0354692428	0.040901154	0.046687792	0.1037705	0.1595655	0.21353052	0.2660436	0.31753472	0.36846022	0.41869834	0.46866384	0.5179492	0.56622096	0.61502992	0.66344728	0.7120151	0.759891	0.80759622	0.8557873	0.90374922	0.9518523	1
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_aliphatic_assoc//lmm_maf03_ratio3.assoc.fixed.txt	0.969415450395755	3.827866e-11	0.00176188908	0.00585210804	0.0104983084	0.0153780816	0.020349724	0.0255921388	0.03071013	0.0359383552	0.041159718	0.046232052	0.098759772	0.1515259	0.20369726	0.2553004	0.30618184	0.35658882	0.40671368	0.45675308	0.5066294	0.55680978	0.6069983	0.6566147	0.70616912	0.7553441	0.8048131	0.85331094	0.90238568	0.9510662	0.9999999
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_aliphatic_assoc//lmm_maf03_ratio4.assoc.fixed.txt	0.930411773981935	6.785804e-12	0.0030553228	0.00839667524	0.0140158132	0.0196680112	0.025561714	0.0314012484	0.03721285	0.043080302	0.0488720804	0.05453651	0.11021022	0.16282458	0.21423574	0.2653148	0.31584376	0.36613176	0.41675562	0.46638482	0.5153058	0.56406196	0.61244358	0.65995478	0.70819484	0.75648	0.8051728	0.85318358	0.90164636	0.95089078	0.9999998
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_aliphatic_assoc//lmm_maf03_ratio5.assoc.fixed.txt	0.918966868843012	8.89914e-12	0.00267131244	0.00752507528	0.0130570636	0.0189164088	0.024988018	0.0309498312	0.0369612456	0.0427621824	0.0486110576	0.054471848	0.1114391	0.16550058	0.21900432	0.2707102	0.32097738	0.37036138	0.41973566	0.46872708	0.5179009	0.56718196	0.61584992	0.6645531	0.71318626	0.7612839	0.80868462	0.8566796	0.90456516	0.95222866	0.9999939
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_aliphatic_assoc//lmm_maf03_ratio6.assoc.fixed.txt	0.969618009610639	6.718293e-21	0.00141247672	0.00541229308	0.009771003	0.0150397484	0.020988802	0.026770748	0.032604916	0.038565886	0.0443541248	0.049814958	0.1026736	0.1541497	0.20506926	0.2561766	0.30655594	0.35675036	0.4069463	0.45673624	0.506585	0.55608582	0.60543182	0.65448146	0.70372888	0.7529125	0.80228814	0.85157386	0.90090618	0.95032366	0.9999982
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_aliphatic_assoc//lmm_maf03_ratio7.assoc.fixed.txt	0.928188671106111	1.764262e-19	0.000359330236	0.00254069608	0.00573199232	0.00915844212	0.013070154	0.0175123352	0.0222701276	0.0272278268	0.0321089876	0.037092242	0.090793814	0.14589138	0.20114062	0.2557341	0.30936338	0.36195806	0.41370138	0.46495762	0.5158081	0.56598808	0.6158675	0.66523028	0.71386214	0.7622376	0.81052798	0.85849494	0.90597546	0.95312582	0.9999997
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_aliphatic_assoc//lmm_maf03_ratio8.assoc.fixed.txt	0.951963479408313	1.928949e-17	0.000636003864	0.00344709008	0.00684508908	0.0106208808	0.015115056	0.019943236	0.024758866	0.029620766	0.0347085548	0.039749038	0.091643896	0.14486036	0.19893038	0.2519856	0.30541298	0.35733896	0.4087589	0.46003272	0.5104801	0.56096506	0.61117106	0.6612007	0.71034636	0.7593418	0.80789626	0.85594396	0.90401244	0.95236398	0.9999999
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_aliphatic_assoc//lmm_maf03_ratio9.assoc.fixed.txt	0.956391085310079	3.112168e-14	0.00152536056	0.0057724134	0.0106516272	0.0159838328	0.02118979	0.026723104	0.0322475344	0.0375741256	0.0428958444	0.048190866	0.10197484	0.15614368	0.20956656	0.2607627	0.31156298	0.36121594	0.4107078	0.46042518	0.5094984	0.55861886	0.60802908	0.65737434	0.70677092	0.7561669	0.80503326	0.85391982	0.90263266	0.9513286	0.9999971
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_indolic_assoc//lmm_maf03_ratio18.assoc.fixed.txt	0.937750459268752	3.687318e-10	0.00264427472	0.00695921488	0.0116029924	0.0167200848	0.021905546	0.027096408	0.0323035132	0.037617036	0.0430401516	0.048287662	0.10104908	0.1552064	0.20887722	0.2620097	0.31400906	0.36502522	0.41519042	0.46479138	0.5136537	0.56284444	0.61079958	0.65956104	0.70791158	0.7566379	0.80460742	0.85367174	0.90249588	0.95117858	0.9999992
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_indolic_assoc//lmm_maf03_ratio19.assoc.fixed.txt	0.973898485914286	1.851193e-06	0.0043761704	0.00885944816	0.013914838	0.0189259448	0.024286802	0.0295577108	0.034712726	0.0398724836	0.0451059152	0.050167324	0.10049456	0.1513144	0.20281852	0.2533107	0.3038304	0.35452928	0.40458218	0.45528476	0.5056483	0.55560288	0.60584802	0.65550244	0.70450992	0.7539809	0.80287452	0.852278	0.90139696	0.95089682	0.9999996
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_indolic_assoc//lmm_maf03_ratio20.assoc.fixed.txt	0.992965614369304	8.995655e-07	0.00394439904	0.00852053484	0.0133833636	0.0182566472	0.023270642	0.028300782	0.03335352	0.0385108068	0.0436718212	0.048830976	0.10017904	0.15148886	0.20248036	0.2529986	0.30272962	0.35162882	0.40147708	0.45147664	0.5015116	0.55113992	0.60125978	0.6519248	0.70225656	0.7528007	0.80362714	0.85304952	0.9021389	0.95136722	0.9999986
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/toua_FrachonGeno/ratio_indolic_assoc//lmm_maf03_ratio21.assoc.fixed.txt	0.983071622595258	2.746939e-10	0.00223817536	0.00615952284	0.010283346	0.015236458	0.020525786	0.0257899144	0.030930748	0.0360603172	0.0407893308	0.045797334	0.095226856	0.14712594	0.19887428	0.2494684	0.2993783	0.35009962	0.40171324	0.45294994	0.5036509	0.55432418	0.6049262	0.65505186	0.70488006	0.7542122	0.80331388	0.8522426	0.90166724	0.95067208	0.9999996
