gwas.filename	lambda	p0	p005	p010	p015	p020	p025	p030	p035	p040	p045	p050	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	p100
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/blup_aliphatic_assoc//lmm_maf03_BlupG4MSB.assoc.fixed.txt	0.936779296337489	2.91461e-19	0.001948926	0.005967368	0.01108325	0.01590618	0.02079904	0.0259347015	0.03111037	0.036171028	0.04171243	0.0474438075	0.10331605	0.1578154	0.2114222	0.2641371	0.3140443	0.3641279	0.4134338	0.46392415	0.5138718	0.5619495	0.6108939	0.659451625	0.7081624	0.7571902	0.8051607	0.8531184	0.90225445	0.95110155	0.9999984
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/blup_aliphatic_assoc//lmm_maf03_BlupG4MTB.assoc.fixed.txt	0.911963588119822	6.256636e-14	0.0011304377	0.004359866	0.008517482	0.01313473	0.01783756	0.0234325205	0.0288085805	0.034309286	0.03965238	0.045061275	0.1013901	0.1566901	0.2104491	0.2637516	0.31535135	0.3662218	0.4169249	0.46833435	0.5195002	0.5695748	0.6190373	0.6681876	0.7153885	0.762659	0.8106051	0.858994375	0.9062806	0.9527687	0.9999981
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/blup_aliphatic_assoc//lmm_maf03_BlupG4P.assoc.fixed.txt	0.971611923876635	2.617755e-17	0.003810134	0.00809391	0.01265456775	0.01765085	0.0225745075	0.0276779775	0.03281822175	0.03784763	0.04268708	0.0475156925	0.1007083	0.1526087	0.2032242	0.253879775	0.30445665	0.3543755	0.4052453	0.4559856	0.5061483	0.5563936	0.6059629	0.6549969	0.7039613	0.7526759	0.8024552	0.8527245	0.9012589	0.95043665	0.9999912
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/blup_aliphatic_assoc//lmm_maf03_BlupG5MSP.assoc.fixed.txt	0.932257788713304	3.718323e-22	0.001372729	0.00532982685	0.009677879	0.01448065	0.01958137	0.02464637	0.030067476	0.03555067	0.04111855	0.04669614	0.101924	0.1566084	0.2113677	0.2643053	0.31541875	0.3659185	0.4165879	0.46595915	0.51488935	0.5652729	0.6136108	0.6634239	0.7123904	0.7597527	0.8081267	0.8574958	0.90508625	0.9528598	0.9999982
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/blup_aliphatic_assoc//lmm_maf03_BlupG5MTP.assoc.fixed.txt	0.984525337536143	2.486634e-15	0.00185098	0.00627817545	0.0110861495	0.01607761	0.021402925	0.0269283	0.0321273	0.03782888	0.04364103	0.04928052	0.1047648	0.156070575	0.2063281	0.256310325	0.3079383	0.3573441	0.405367	0.454246	0.5033356	0.5532978	0.6028226	0.6516224	0.6995819	0.7490427	0.7987841	0.84859895	0.8991225	0.9491408	0.9999995
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/blup_aliphatic_assoc//lmm_maf03_BlupG6MSH.assoc.fixed.txt	0.99814529686174	1.3841e-11	0.003901405	0.00855248	0.01351657	0.01857106	0.02363481375	0.0286330945	0.0338134115	0.038774166	0.04373394	0.0489498	0.09933832	0.1499857	0.2001035	0.250262725	0.30009575	0.3505155	0.3999684	0.450699925	0.5003978	0.550734775	0.6009009	0.6504909	0.7000181	0.7504504	0.7994668	0.8494876	0.8985435	0.9493242	0.9999996
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/blup_aliphatic_assoc//lmm_maf03_BlupG6MTH.assoc.fixed.txt	1.0052971813068	1.249039e-06	0.0047046365	0.0097382684	0.014529552	0.01911522	0.0235802	0.02840718	0.03303432	0.03789283	0.04289508025	0.04746887	0.09672523	0.1456082	0.194947	0.2450324	0.2948635	0.3443752	0.3961771	0.447507	0.4988668	0.550013225	0.6018967	0.65119315	0.70128465	0.7509138	0.8006072	0.8494577	0.8993671	0.94973445	0.9999981
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/blup_aliphatic_assoc//lmm_maf03_BlupG7MSH.assoc.fixed.txt	1.01833057838041	3.356337e-06	0.004740707	0.009500401	0.01453968	0.0198007	0.02486214	0.02984729	0.03493345	0.04006638	0.04477693525	0.04969407	0.09965025	0.1484084	0.1968036	0.2470295	0.2970037	0.346307275	0.3966421	0.4460447	0.49609705	0.5466245	0.5959702	0.646874025	0.6981817	0.7488882	0.7978516	0.8483355	0.8987449	0.94870155	0.9999972
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/blup_aliphatic_assoc//lmm_maf03_BlupG7MTH.assoc.fixed.txt	1.00228241322787	7.573028e-07	0.004848894	0.009823359	0.01502398975	0.019968555	0.02510934	0.030182813	0.03558896	0.040375654	0.045484182	0.05050326	0.100313	0.149585975	0.1991503	0.2501808	0.30042265	0.3503737	0.4000086	0.449667825	0.4995112	0.5488988	0.5982463	0.64647385	0.6954812	0.7457113	0.7974684	0.848748025	0.89890515	0.950037775	0.9999979
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/blup_aliphatic_assoc//lmm_maf03_BlupG8MSO.assoc.fixed.txt	0.969262410674998	7.519374e-08	0.004311652075	0.00866124	0.01358888	0.018224751	0.02374287	0.02870243	0.03390664	0.03905244	0.04434880875	0.0495224375	0.101064	0.1523743	0.2034489	0.2541131	0.3044867	0.35498375	0.4060817	0.4564582	0.50666295	0.554997775	0.6037482	0.65347485	0.7016252	0.7517756	0.8017556	0.8505852	0.9003413	0.9502553	0.9999982
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/blup_aliphatic_assoc//lmm_maf03_BlupG8MTO.assoc.fixed.txt	0.97317642821402	1.27361e-06	0.00463533	0.009482429	0.01459717	0.01921501	0.02378245	0.0284482	0.03315449	0.038189564	0.04332736225	0.04826988	0.09809875	0.1493848	0.2005707	0.25147245	0.3034091	0.3557124	0.4065607	0.456645775000001	0.5058061	0.555238475	0.6038858	0.653679725	0.7033057	0.7522755	0.8021569	0.8515012	0.90049075	0.9497763	0.9999991
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio1.assoc.fixed.txt	0.936357391464709	4.60112e-19	0.002298598	0.0060227105	0.01080311	0.01598256	0.02137469	0.026635	0.03230729575	0.03807607	0.0432359025	0.048526055	0.1037241	0.1576331	0.2107668	0.2624019	0.31376325	0.3644771	0.4158022	0.4649407	0.5139666	0.562656875	0.6124872	0.660482625	0.7095616	0.7578239	0.8049139	0.8542186	0.903209	0.9523228	0.9999984
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio10.assoc.fixed.txt	0.98436435186434	3.985512e-18	0.0038619263	0.00889547505	0.013630346	0.01847297	0.023458595	0.0285367565	0.03307474	0.037847744	0.042745347	0.047538805	0.0987302	0.1488212	0.199471	0.2514793	0.3020165	0.3524122	0.4032818	0.4536373	0.5033705	0.553635975000001	0.6030401	0.6533989	0.70291985	0.7528398	0.8008416	0.8508572	0.901781	0.9507112	0.9999961
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio11.assoc.fixed.txt	0.962893789467025	5.809397e-08	0.003421285025	0.007789795	0.01256149125	0.017700056	0.02252543	0.027628286	0.03250701	0.037291432	0.04257383	0.04736327	0.09916292	0.150267225	0.2021618	0.25311205	0.3054387	0.3572578	0.4082694	0.458261	0.5080625	0.5581489	0.6081988	0.6578814	0.70670215	0.7557391	0.8043808	0.8538462	0.90255	0.950847875	0.9999995
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio12.assoc.fixed.txt	0.951301305761522	1.647157e-18	0.00328345295	0.007625139	0.01256932775	0.01772101	0.02301222875	0.02842763	0.03359376	0.039086488	0.04453815	0.05011094	0.1034462	0.156283225	0.2085528	0.2592896	0.31008575	0.3609592	0.4106473	0.4610939	0.5106272	0.5614651	0.6114383	0.6607569	0.71107115	0.759643	0.8076283	0.855745825	0.9039122	0.951494375	0.9999998
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio13.assoc.fixed.txt	1.01608598161505	1.23605e-06	0.004264469	0.0091479823	0.01388788	0.01901709	0.0242113525	0.02933659	0.03442973925	0.039276674	0.04468859	0.0498260875	0.09939389	0.149869575	0.197655	0.2458007	0.2950635	0.3452379	0.3954138	0.44531395	0.4965722	0.5471953	0.5984136	0.6496807	0.7007729	0.751291	0.8012211	0.8504904	0.9006404	0.9509034	0.9999991
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio14.assoc.fixed.txt	1.01255460065528	2.609372e-06	0.0052389569	0.009595676	0.01421827	0.018821995	0.02339001875	0.02778714	0.03246702575	0.037322782	0.04215186	0.0469553525	0.09620053	0.1461709	0.196817	0.2462814	0.2966506	0.3473823	0.3977054	0.447826125	0.4973213	0.5467148	0.59644	0.6459177	0.69550805	0.74667795	0.7983129	0.847859325	0.8983307	0.9484833	0.999999
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio15.assoc.fixed.txt	0.96890553768284	2.474335e-26	0.003274473525	0.0082178476	0.01324227	0.018247719	0.02360041	0.028829449	0.03410781075	0.03927191	0.04478589	0.04980381	0.1031462	0.154190925	0.2055597	0.2569203	0.3064435	0.357716225	0.4079111	0.457987525	0.5067412	0.5578415	0.6076416	0.6575311	0.7071767	0.7566702	0.8053838	0.8538022	0.9027083	0.950882925	0.9999982
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio16.assoc.fixed.txt	0.958531457082162	5.745783e-11	0.0026419667	0.00744929345	0.012491062	0.017861482	0.0235667575	0.0286296715	0.03408234	0.03907185	0.04401157	0.049112995	0.1013306	0.152540175	0.2043944	0.2557196	0.3065353	0.3565978	0.408393	0.4590865	0.509025	0.5588837	0.6094147	0.6575754	0.7064518	0.755893	0.8042895	0.8537847	0.9025145	0.9514014	0.9999967
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio17.assoc.fixed.txt	0.983808198498178	5.887272e-11	0.003673603	0.0078854038	0.012153873	0.01691324	0.02187919	0.02703058	0.03240762375	0.03787339	0.04256486	0.04724987	0.09730092	0.1484205	0.2000375	0.2529255	0.303513	0.3547543	0.4046422	0.454051	0.5034911	0.553460425000001	0.6039533	0.65310435	0.7031966	0.75145175	0.8015207	0.8513336	0.9004312	0.950495525	1
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio18.assoc.fixed.txt	0.998714309717805	2.299522e-12	0.00366786955	0.008135282	0.0127986245	0.01758325	0.02248826375	0.027312006	0.03216236	0.036927056	0.04202174	0.0468088	0.09625315	0.146626075	0.1969621	0.2486892	0.29942945	0.34949405	0.4008098	0.4499906	0.5002757	0.5504584	0.6014173	0.6513408	0.7013133	0.7517005	0.8025176	0.8521914	0.9004843	0.9501839	0.9999997
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio19.assoc.fixed.txt	0.976196722188333	1.376402e-13	0.003390468875	0.007972499	0.01265961875	0.017483393	0.02243069	0.02776329	0.0326474265	0.03756158	0.04250933625	0.047921595	0.09922548	0.1520155	0.2045718	0.2546988	0.30453665	0.35358675	0.4034595	0.4539175	0.5051466	0.554947425	0.6046752	0.6543794	0.7036696	0.7528754	0.8027128	0.85146915	0.9004006	0.949869675	0.9999983
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio2.assoc.fixed.txt	0.93503647789628	3.229006e-20	0.002745873675	0.00731692	0.012248319	0.017313198	0.02249391	0.0276146695	0.0327170895	0.03809488	0.04369603	0.0494189025	0.10243	0.15554665	0.2085017	0.2603375	0.31151895	0.3635931	0.4129738	0.4636747	0.5142636	0.5629042	0.6118778	0.6601744	0.7098044	0.756981975	0.806478	0.855589775	0.90396045	0.9528381	0.9999963
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio3.assoc.fixed.txt	0.954669618388887	5.036185e-11	0.003165527	0.0077703387	0.01264952	0.01792391	0.02317321	0.028267	0.03368704	0.039247164	0.04448324	0.05019693	0.10389015	0.1567251	0.2090282	0.2602636	0.3101696	0.3599195	0.4120849	0.4615628	0.5098797	0.558654825	0.6078441	0.6570624	0.7062649	0.754578175	0.8034075	0.852622325	0.9019176	0.9508257	0.999999
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio4.assoc.fixed.txt	0.979933901568058	2.996603e-14	0.0029655546	0.0072810062	0.01211878	0.017250438	0.02288717	0.0279757995	0.0330903	0.03848367	0.04395246	0.0494653025	0.1032183	0.156467025	0.20733	0.258315925	0.30911215	0.3580763	0.407008	0.4556674	0.5043326	0.5541785	0.6035363	0.6528927	0.7009588	0.750917075	0.802157	0.8511293	0.9002665	0.9494995	0.999999
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio5.assoc.fixed.txt	0.94021297134164	6.463627e-18	0.002088082	0.00612247955	0.01063344275	0.016008778	0.02143774	0.02689849	0.03228158725	0.03777515	0.0430887545	0.0485285275	0.10344845	0.158241225	0.2107966	0.263718	0.3156583	0.36557915	0.4153998	0.46492725	0.5131014	0.5621119	0.6092019	0.6578694	0.7068674	0.7566914	0.8055322	0.854425175	0.9023813	0.9519605	0.9999979
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio6.assoc.fixed.txt	0.950906229566481	1.922764e-23	0.001972664	0.0061614638	0.01102445	0.016466791	0.02150163	0.02658967	0.03213854975	0.037707526	0.04309082375	0.04824979	0.1021705	0.1558361	0.2074673	0.260130875	0.3100814	0.3600499	0.410132	0.4607291	0.510715	0.560863175	0.6117202	0.661022475	0.70964755	0.75737245	0.806274	0.8546828	0.9032288	0.950764125	0.9999986
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio7.assoc.fixed.txt	0.954983000800873	8.408823e-35	0.003037748025	0.00788536235	0.01338049	0.01899343	0.02421453125	0.029288968	0.03472869725	0.04002222	0.04597777475	0.051053115	0.1049311	0.157320275	0.2098322	0.261140325	0.3109288	0.3604363	0.4100293	0.4596156	0.50981025	0.5595178	0.6093834	0.6577142	0.7058964	0.754646975	0.8036597	0.8525632	0.9016722	0.9508196	0.9999977
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio8.assoc.fixed.txt	0.959445121444125	2.486147e-23	0.00337439615	0.00814142970000001	0.01333132025	0.018586482	0.02361192	0.02856032	0.0334385125	0.03853652	0.04380982	0.0490586	0.1019364	0.15404945	0.2061719	0.2571571	0.3084726	0.359693	0.4090108	0.4587427	0.50882315	0.5584433	0.6082391	0.65638315	0.7057664	0.7553657	0.8048382	0.854004575	0.9019559	0.951827875	0.9999993
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_full/ratio_aliphatic_assoc//lmm_maf03_ratio9.assoc.fixed.txt	0.961755265148618	3.587768e-16	0.003245574	0.007932727	0.01328683	0.01853688	0.02377482	0.02926507	0.034377419	0.039763868	0.04523509	0.05004633	0.1011873	0.152875	0.2038586	0.254342875	0.3049409	0.355919475	0.4067613	0.4573158	0.5083134	0.558010675	0.6076514	0.6580603	0.70645175	0.756395775	0.8051308	0.8528816	0.90340135	0.9522998	0.9999983
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_N192/blup_aliphatic_assoc//lmm_maf03_N192_BlupG2H3B.assoc.fixed.txt	0.945372703283908	2.438843e-18	0.003616952275	0.008767485	0.01283104	0.01767424	0.02316239875	0.02823167	0.033577761	0.03900997	0.04445947	0.04981715	0.10213715	0.1545797	0.2066385	0.256782925	0.3093724	0.360428775	0.411144	0.4627752	0.5119475	0.562002325	0.6127083	0.6608752	0.7098246	0.7579811	0.8068962	0.855242375	0.9050573	0.9534085	0.9999979
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_N192/blup_aliphatic_assoc//lmm_maf03_N192_BlupG2H4P.assoc.fixed.txt	0.881060798000297	1.157534e-17	0.002250902	0.0056922331	0.01010177	0.01463627	0.01954931125	0.02496189	0.03013749	0.035471106	0.0406560505	0.04646221	0.10327875	0.1604788	0.2148489	0.2701466	0.32442035	0.3765077	0.4279928	0.4777274	0.52666265	0.5759531	0.6250837	0.672456475	0.7210283	0.767864475	0.8145694	0.8623394	0.90752655	0.9544923	0.9999999
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_N192/blup_aliphatic_assoc//lmm_maf03_N192_BlupG2P.assoc.fixed.txt	0.980846806550499	9.819428e-11	0.00292044815	0.0077320148	0.01333335	0.01868083	0.02340262	0.0284613705	0.03430468775	0.04029963	0.04509909	0.05027465	0.100652	0.1522391	0.2037377	0.2550158	0.3045576	0.3540869	0.4041411	0.4536806	0.5041341	0.5509578	0.6009239	0.6501198	0.6995982	0.7497277	0.8016591	0.8510495	0.90114855	0.950564775	0.9999972
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_N192/blup_aliphatic_assoc//lmm_maf03_N192_BlupG3B.assoc.fixed.txt	0.992891349545797	3.491855e-09	0.003329031	0.008025104	0.0129835205	0.01845008	0.02333009	0.028137842	0.03282149075	0.03807346	0.0428194	0.0478975	0.09909003	0.1506356	0.2009991	0.251317425	0.3008844	0.3497866	0.4007117	0.4516174	0.5015276	0.552519	0.6031829	0.6513252	0.7022455	0.7525767	0.8025626	0.8527567	0.9022204	0.9492725	0.9999928
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_N192/blup_aliphatic_assoc//lmm_maf03_N192_BlupG3HP.assoc.fixed.txt	0.886755664589767	4.611438e-34	0.002204838	0.00676405	0.0127483515	0.01886503	0.02428771	0.03038438	0.03604674	0.04206393	0.04769769	0.0533611225	0.11146195	0.1682372	0.2230594	0.2761913	0.3276228	0.3792023	0.4275676	0.47628415	0.5253296	0.57426185	0.6234604	0.6705022	0.7171858	0.7648316	0.8114234	0.8582896	0.9045865	0.9516048	0.9999983
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_N192/blup_aliphatic_assoc//lmm_maf03_N192_BlupG3MSP.assoc.fixed.txt	0.928427043088956	6.608993e-10	0.002524893125	0.0071386341	0.01185363	0.016979653	0.0231464625	0.0287250085	0.03431167525	0.03938954	0.04509456	0.05066075	0.1073985	0.1625376	0.2170099	0.2669625	0.3163613	0.3662333	0.4161836	0.46736925	0.5157542	0.5625877	0.611605	0.6588528	0.7089733	0.7588037	0.8073008	0.8565948	0.90452405	0.9525695	0.9999982
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_N192/blup_aliphatic_assoc//lmm_maf03_N192_BlupG3MTP.assoc.fixed.txt	1.02415483787419	1.923042e-09	0.001515140275	0.004837889	0.008515508	0.01317484	0.01749232	0.0225115465	0.02792596	0.03378538	0.03851425	0.0441845325	0.09804508	0.150920225	0.2019697	0.2513126	0.30074575	0.3492407	0.3969712	0.4451572	0.4948677	0.544823225	0.5955888	0.6465096	0.6981445	0.7497363	0.798789	0.8486109	0.89835345	0.9486423	0.999994
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_N192/blup_aliphatic_assoc//lmm_maf03_N192_BlupG4HB.assoc.fixed.txt	0.982077325790035	6.330102e-10	0.0017173296	0.005086277	0.009645452	0.01438974	0.01971507	0.02525965	0.03078450475	0.036606348	0.042515127	0.04848735	0.1057934	0.1606221	0.2120366	0.2634275	0.3136487	0.3619649	0.4094729	0.4559299	0.50386675	0.55089955	0.599414	0.6481213	0.69672	0.745995	0.7952562	0.8460025	0.89771265	0.948299675	0.9999961
/Volumes/Seagate5TB_storage/TOUA_glucs/output_gwas_assocs_lmm/brachi_N192/blup_aliphatic_assoc//lmm_maf03_N192_BlupG4MSB.assoc.fixed.txt	0.899685553813172	8.670092e-17	0.001050945	0.004127335	0.007980799	0.01207386	0.01709712	0.022461165	0.02802798	0.03366632	0.03904376	0.0448385575	0.10201395	0.1609015	0.2153612	0.2701537	0.3228255	0.3738912	0.4241493	0.472741975	0.52232515	0.5697914	0.6180144	0.66633325	0.7145889	0.76251965	0.8092424	0.85692985	0.9035083	0.9515733	0.9999997
